,open,high,low,close,volume
2020-02-25 09:30:00,0.8625,0.935,0.7345,0.7388,103.0
2020-02-25 09:31:00,0.7435,0.7435,0.74,0.74,51.0
2020-02-25 09:32:00,0.74,0.7434,0.74,0.7434,65.0
2020-02-25 09:33:00,0.7434,0.7434,0.7434,0.7434,0.0
2020-02-25 09:34:00,0.7345,0.7345,0.7345,0.7345,4.0
2020-02-25 09:35:00,0.736,0.736,0.7312,0.7312,35.0
2020-02-25 09:36:00,0.7434,0.7434,0.7434,0.7434,5.0
2020-02-25 09:37:00,0.7413,0.7413,0.7413,0.7413,1.0
2020-02-25 09:38:00,0.7413,0.7413,0.7413,0.7413,2.0
2020-02-25 09:39:00,0.7413,0.7413,0.7413,0.7413,0.0
2020-02-25 09:40:00,0.7413,0.7413,0.7413,0.7413,0.0
2020-02-25 09:41:00,0.7413,0.7413,0.7413,0.7413,0.0
2020-02-25 09:42:00,0.7489,0.7489,0.7489,0.7489,1.0
2020-02-25 09:43:00,0.7489,0.7489,0.7489,0.7489,0.0
2020-02-25 09:44:00,0.74,0.74,0.74,0.74,15.0
2020-02-25 09:45:00,0.74,0.74,0.74,0.74,35.0
2020-02-25 09:46:00,0.7432,0.7432,0.7432,0.7432,1.0
2020-02-25 09:47:00,0.7419,0.7419,0.7419,0.7419,10.0
2020-02-25 09:48:00,0.7417,0.744,0.7417,0.744,80.0
2020-02-25 09:49:00,0.74,0.74,0.74,0.74,3.0
2020-02-25 09:50:00,0.74,0.74,0.74,0.74,0.0
2020-02-25 09:51:00,0.7489,0.7489,0.74,0.74,27.0
2020-02-25 09:52:00,0.74,0.74,0.74,0.74,0.0
2020-02-25 09:53:00,0.75,0.7566,0.75,0.7566,57.0
2020-02-25 09:54:00,0.7566,0.7566,0.7566,0.7566,0.0
2020-02-25 09:55:00,0.7566,0.7566,0.7566,0.7566,30.0
2020-02-25 09:56:00,0.7566,0.7566,0.7566,0.7566,0.0
2020-02-25 09:57:00,0.7566,0.7566,0.7566,0.7566,0.0
2020-02-25 09:58:00,0.7566,0.7566,0.7566,0.7566,0.0
2020-02-25 09:59:00,0.7613,0.7613,0.7613,0.7613,1.0
2020-02-25 10:00:00,0.7613,0.7613,0.7613,0.7613,0.0
2020-02-25 10:01:00,0.7813,0.7813,0.7813,0.7813,7.0
2020-02-25 10:02:00,0.7813,0.7813,0.7813,0.7813,0.0
2020-02-25 10:03:00,0.7801,0.7801,0.7801,0.7801,70.0
2020-02-25 10:04:00,0.78,0.78,0.78,0.78,477.0
2020-02-25 10:05:00,0.78,0.78,0.78,0.78,0.0
2020-02-25 10:06:00,0.7755,0.78,0.7755,0.7755,45.0
2020-02-25 10:07:00,0.7755,0.7755,0.7755,0.7755,0.0
2020-02-25 10:08:00,0.7824,0.7824,0.7824,0.7824,40.0
2020-02-25 10:09:00,0.7824,0.7824,0.7824,0.7824,0.0
2020-02-25 10:10:00,0.7795,0.7868,0.7795,0.7863,80.0
2020-02-25 10:11:00,0.788,0.79,0.788,0.79,29.0
2020-02-25 10:12:00,0.7836,0.7836,0.7836,0.7836,40.0
2020-02-25 10:13:00,0.7831,0.7942,0.7831,0.7942,30.0
2020-02-25 10:14:00,0.7942,0.7942,0.7942,0.7942,0.0
2020-02-25 10:15:00,0.7942,0.7942,0.7942,0.7942,0.0
2020-02-25 10:16:00,0.7937,0.7937,0.7937,0.7937,18.0
2020-02-25 10:17:00,0.7937,0.7937,0.7937,0.7937,0.0
2020-02-25 10:18:00,0.7937,0.7937,0.7937,0.7937,0.0
2020-02-25 10:19:00,0.8157,0.8157,0.8157,0.8157,2.0
2020-02-25 10:20:00,0.7943,0.7943,0.7943,0.7943,19.0
2020-02-25 10:21:00,0.7943,0.7943,0.7943,0.7943,0.0
2020-02-25 10:22:00,0.7943,0.7943,0.7943,0.7943,0.0
2020-02-25 10:23:00,0.7943,0.7943,0.7943,0.7943,0.0
2020-02-25 10:24:00,0.8029,0.8029,0.8029,0.8029,5.0
2020-02-25 10:25:00,0.8029,0.8029,0.8029,0.8029,0.0
2020-02-25 10:26:00,0.8,0.8,0.8,0.8,109.0
2020-02-25 10:27:00,0.8,0.8,0.8,0.8,0.0
2020-02-25 10:28:00,0.8094,0.8094,0.8094,0.8094,1.0
2020-02-25 10:29:00,0.7944,0.7944,0.7868,0.793,62.0
2020-02-25 10:30:00,0.793,0.793,0.793,0.793,0.0
2020-02-25 10:31:00,0.793,0.793,0.793,0.793,4.0
2020-02-25 10:32:00,0.7992,0.8029,0.793,0.793,153.0
2020-02-25 10:33:00,0.793,0.793,0.793,0.793,0.0
2020-02-25 10:34:00,0.793,0.793,0.793,0.793,0.0
2020-02-25 10:35:00,0.788,0.7928,0.788,0.7928,15.0
2020-02-25 10:36:00,0.7796,0.7796,0.7796,0.7796,50.0
2020-02-25 10:37:00,0.7883,0.795,0.7883,0.795,340.0
2020-02-25 10:38:00,0.7796,0.7882,0.77,0.7882,125.0
2020-02-25 10:39:00,0.7881,0.7881,0.7881,0.7881,50.0
2020-02-25 10:40:00,0.7881,0.7881,0.7881,0.7881,0.0
2020-02-25 10:41:00,0.7881,0.7881,0.7881,0.7881,0.0
2020-02-25 10:42:00,0.7881,0.7881,0.7881,0.7881,0.0
2020-02-25 10:43:00,0.7881,0.7881,0.7881,0.7881,0.0
2020-02-25 10:44:00,0.796,0.796,0.796,0.796,5.0
2020-02-25 10:45:00,0.796,0.796,0.796,0.796,50.0
2020-02-25 10:46:00,0.796,0.796,0.796,0.796,0.0
2020-02-25 10:47:00,0.7949,0.7949,0.7949,0.7949,22.0
2020-02-25 10:48:00,0.7946,0.7946,0.7946,0.7946,5.0
2020-02-25 10:49:00,0.7946,0.7946,0.7946,0.7946,0.0
2020-02-25 10:50:00,0.7994,0.7994,0.7872,0.7938,137.0
2020-02-25 10:51:00,0.7938,0.7938,0.7938,0.7938,0.0
2020-02-25 10:52:00,0.7938,0.7938,0.7938,0.7938,0.0
2020-02-25 10:53:00,0.7982,0.7982,0.7982,0.7982,12.0
2020-02-25 10:54:00,0.7982,0.7982,0.7982,0.7982,0.0
2020-02-25 10:55:00,0.7982,0.7982,0.7982,0.7982,0.0
2020-02-25 10:56:00,0.7982,0.7982,0.7982,0.7982,0.0
2020-02-25 10:57:00,0.7948,0.7948,0.7948,0.7948,5.0
2020-02-25 10:58:00,0.7934,0.7934,0.7934,0.7934,30.0
2020-02-25 10:59:00,0.7934,0.7934,0.7934,0.7934,0.0
2020-02-25 11:00:00,0.7934,0.7934,0.7934,0.7934,0.0
2020-02-25 11:01:00,0.7934,0.7934,0.7934,0.7934,0.0
2020-02-25 11:02:00,0.818,0.8327,0.8124,0.8124,485.0
2020-02-25 11:03:00,0.8124,0.8124,0.8124,0.8124,0.0
2020-02-25 11:04:00,0.833,0.833,0.833,0.833,3.0
2020-02-25 11:05:00,0.833,0.833,0.833,0.833,0.0
2020-02-25 11:06:00,0.8111,0.8111,0.8111,0.8111,2.0
2020-02-25 11:07:00,0.8111,0.8111,0.8111,0.8111,0.0
2020-02-25 11:08:00,0.8111,0.8111,0.8111,0.8111,0.0
2020-02-25 11:09:00,0.8111,0.8111,0.8111,0.8111,0.0
2020-02-25 11:10:00,0.8168,0.8168,0.8168,0.8168,20.0
2020-02-25 11:11:00,0.8168,0.8168,0.8168,0.8168,0.0
2020-02-25 11:12:00,0.8199,0.8199,0.8199,0.8199,2.0
2020-02-25 11:13:00,0.82,0.82,0.817,0.8199,59.0
2020-02-25 11:14:00,0.8199,0.8199,0.8199,0.8199,0.0
2020-02-25 11:15:00,0.8199,0.8199,0.8199,0.8199,0.0
2020-02-25 11:16:00,0.8199,0.8199,0.8199,0.8199,0.0
2020-02-25 11:17:00,0.8199,0.8199,0.8199,0.8199,0.0
2020-02-25 11:18:00,0.8199,0.8199,0.8199,0.8199,0.0
2020-02-25 11:19:00,0.8078,0.8078,0.8078,0.8078,2.0
2020-02-25 11:20:00,0.8078,0.8078,0.8078,0.8078,0.0
2020-02-25 11:21:00,0.8078,0.8078,0.8078,0.8078,0.0
2020-02-25 11:22:00,0.8078,0.8078,0.8078,0.8078,0.0
2020-02-25 11:23:00,0.8096,0.8096,0.8096,0.8096,1.0
2020-02-25 11:24:00,0.8096,0.8096,0.8096,0.8096,0.0
2020-02-25 11:25:00,0.8239,0.8239,0.8239,0.8239,4.0
2020-02-25 11:26:00,0.8239,0.8239,0.8239,0.8239,0.0
2020-02-25 11:27:00,0.8239,0.8239,0.8239,0.8239,0.0
2020-02-25 11:28:00,0.8106,0.8106,0.8094,0.8094,2.0
2020-02-25 11:29:00,0.8094,0.8094,0.8094,0.8094,0.0
2020-02-25 11:30:00,0.8094,0.8094,0.8094,0.8094,0.0
2020-02-25 11:31:00,0.8094,0.8094,0.8094,0.8094,0.0
2020-02-25 11:32:00,0.8094,0.8094,0.8094,0.8094,0.0
2020-02-25 11:33:00,0.8245,0.8245,0.8245,0.8245,1.0
2020-02-25 11:34:00,0.8245,0.8245,0.8245,0.8245,0.0
2020-02-25 11:35:00,0.825,0.825,0.825,0.825,2.0
2020-02-25 11:36:00,0.825,0.825,0.825,0.825,0.0
2020-02-25 11:37:00,0.825,0.825,0.825,0.825,0.0
2020-02-25 11:38:00,0.825,0.825,0.825,0.825,0.0
2020-02-25 11:39:00,0.825,0.825,0.825,0.825,0.0
2020-02-25 11:40:00,0.825,0.825,0.825,0.825,0.0
2020-02-25 11:41:00,0.825,0.825,0.825,0.825,0.0
2020-02-25 11:42:00,0.825,0.825,0.825,0.825,0.0
2020-02-25 11:43:00,0.8097,0.8097,0.8097,0.8097,150.0
2020-02-25 11:44:00,0.8097,0.8097,0.8097,0.8097,0.0
2020-02-25 11:45:00,0.8097,0.8097,0.8097,0.8097,0.0
2020-02-25 11:46:00,0.8097,0.8097,0.8097,0.8097,0.0
2020-02-25 11:47:00,0.8097,0.8097,0.8097,0.8097,0.0
2020-02-25 11:48:00,0.8132,0.8132,0.8132,0.8132,6.0
2020-02-25 11:49:00,0.8179,0.8179,0.8179,0.8179,1.0
2020-02-25 11:50:00,0.8179,0.8179,0.8179,0.8179,0.0
2020-02-25 11:51:00,0.8179,0.8179,0.8179,0.8179,0.0
2020-02-25 11:52:00,0.8179,0.8179,0.8179,0.8179,0.0
2020-02-25 11:53:00,0.8158,0.8158,0.8149,0.8149,20.0
2020-02-25 11:54:00,0.8149,0.8149,0.8149,0.8149,0.0
2020-02-25 11:55:00,0.8149,0.8149,0.8149,0.8149,0.0
2020-02-25 11:56:00,0.8178,0.8178,0.8178,0.8178,6.0
2020-02-25 11:57:00,0.7943,0.805,0.7943,0.805,23.0
2020-02-25 11:58:00,0.805,0.805,0.805,0.805,0.0
2020-02-25 11:59:00,0.805,0.805,0.805,0.805,0.0
2020-02-25 12:00:00,0.805,0.805,0.805,0.805,0.0
2020-02-25 12:01:00,0.805,0.805,0.805,0.805,0.0
2020-02-25 12:02:00,0.805,0.805,0.805,0.805,0.0
2020-02-25 12:03:00,0.805,0.805,0.805,0.805,0.0
2020-02-25 12:04:00,0.7937,0.7937,0.7937,0.7937,1.0
2020-02-25 12:05:00,0.7998,0.7998,0.7771,0.7793,38.0
