,open,high,low,close,volume
2020-04-27 04:01:00,0.69,0.69,0.64,0.64,111.0
2020-04-27 04:02:00,0.633,0.633,0.5501,0.573,22.0
2020-04-27 04:03:00,0.573,0.573,0.4302,0.44,41.0
2020-04-27 04:04:00,0.4401,0.4401,0.373,0.4,44.0
2020-04-27 04:05:00,0.4,0.4,0.3865,0.39,61.0
2020-04-27 04:06:00,0.355,0.39,0.355,0.39,73.0
2020-04-27 04:07:00,0.4,0.4,0.39,0.4,23.0
2020-04-27 04:08:00,0.4,0.4,0.4,0.4,23.0
2020-04-27 04:09:00,0.4,0.4,0.4,0.4,0.0
2020-04-27 04:10:00,0.4,0.4,0.4,0.4,0.0
2020-04-27 04:11:00,0.413,0.413,0.413,0.413,2.0
2020-04-27 04:12:00,0.42,0.42,0.35,0.35,225.0
2020-04-27 04:13:00,0.35,0.35,0.34,0.34,89.0
2020-04-27 04:14:00,0.349,0.35,0.349,0.35,4.0
2020-04-27 04:15:00,0.35,0.35,0.35,0.35,431.0
2020-04-27 04:16:00,0.35,0.35,0.35,0.35,27.0
2020-04-27 04:17:00,0.35,0.35,0.35,0.35,56.0
2020-04-27 04:18:00,0.35,0.35,0.35,0.35,23.0
2020-04-27 04:19:00,0.35,0.35,0.35,0.35,64.0
2020-04-27 04:20:00,0.35,0.35,0.35,0.35,6.0
2020-04-27 04:21:00,0.35,0.35,0.35,0.35,9.0
2020-04-27 04:22:00,0.35,0.35,0.35,0.35,119.0
2020-04-27 04:23:00,0.35,0.35,0.35,0.35,5.0
2020-04-27 04:24:00,0.35,0.35,0.35,0.35,23.0
2020-04-27 04:25:00,0.35,0.35,0.35,0.35,34.0
2020-04-27 04:26:00,0.35,0.35,0.35,0.35,66.0
2020-04-27 04:27:00,0.35,0.35,0.35,0.35,18.0
2020-04-27 04:28:00,0.35,0.35,0.35,0.35,192.0
2020-04-27 04:29:00,0.34,0.34,0.34,0.34,6.0
2020-04-27 04:30:00,0.34,0.34,0.34,0.34,8.0
2020-04-27 04:31:00,0.34,0.34,0.34,0.34,15.0
2020-04-27 04:32:00,0.34,0.341,0.3,0.3,723.0
2020-04-27 04:33:00,0.3,0.3,0.3,0.3,170.0
2020-04-27 04:34:00,0.3,0.3,0.3,0.3,27.0
2020-04-27 04:35:00,0.3,0.3,0.3,0.3,52.0
2020-04-27 04:36:00,0.3,0.3,0.3,0.3,4.0
2020-04-27 04:37:00,0.3,0.3,0.275,0.275,68.0
2020-04-27 04:38:00,0.275,0.275,0.275,0.275,1.0
2020-04-27 04:39:00,0.27,0.275,0.266,0.27,70.0
2020-04-27 04:40:00,0.266,0.27,0.266,0.27,46.0
2020-04-27 04:41:00,0.3,0.3,0.3,0.3,460.0
2020-04-27 04:42:00,0.3,0.31,0.29,0.29,76.0
2020-04-27 04:43:00,0.29,0.29,0.29,0.29,48.0
2020-04-27 04:44:00,0.29,0.29,0.29,0.29,32.0
2020-04-27 04:45:00,0.29,0.29,0.29,0.29,23.0
2020-04-27 04:46:00,0.29,0.29,0.29,0.29,8.0
2020-04-27 04:47:00,0.29,0.29,0.29,0.29,30.0
